year,moth,day,phenomenon,weather_condition,min_temp,med_temp,max_temp,city
2021,3,30,Nessuno ,sereno ,5 °C ,18 °C ,26 °C ,Trento
2021,3,31,Nessuno ,sereno ,7 °C ,18 °C ,26 °C ,Trento
2021,4,1,Nessuno ,poco nuvoloso ,9 °C ,21 °C ,28 °C ,Trento
2021,4,2,Nessuno ,poco nuvoloso ,8 °C ,20 °C ,27 °C ,Trento
2021,4,3,Nessuno ,sereno ,12 °C ,16 °C ,19 °C ,Trento
2021,4,4,Nessuno ,sereno ,4 °C ,13 °C ,19 °C ,Trento
2021,4,5,Nessuno ,sereno ,2 °C ,12 °C ,16 °C ,Trento
2021,4,6,Nessuno ,poco nuvoloso ,6 °C ,9 °C ,11 °C ,Trento
2021,4,7,Nessuno ,poco nuvoloso ,-1 °C ,5 °C ,9 °C ,Trento
2021,4,8,Nessuno ,sereno ,-1 °C ,9 °C ,16 °C ,Trento
2021,4,9,Nessuno ,poco nuvoloso ,0 °C ,11 °C ,17 °C ,Trento
2021,4,10,Nessuno ,nubi sparse ,9 °C ,12 °C ,15 °C ,Trento
2021,4,11,Pioggia  ,pioggia e schiarite ,8 °C ,10 °C ,12 °C ,Trento
2021,4,12,Pioggia  ,pioggia e schiarite ,6 °C ,10 °C ,13 °C ,Trento
2021,4,13,Nessuno ,poco nuvoloso ,7 °C ,10 °C ,13 °C ,Trento
2021,4,14,Nessuno ,poco nuvoloso ,0 °C ,9 °C ,15 °C ,Trento
2021,4,15,Pioggia  ,poco nuvoloso ,3 °C ,8 °C ,12 °C ,Trento
2021,4,16,Nessuno ,poco nuvoloso ,0 °C ,10 °C ,16 °C ,Trento
2021,4,17,Nessuno ,poco nuvoloso ,1 °C ,12 °C ,18 °C ,Trento
2021,4,18,Nessuno ,poco nuvoloso ,6 °C ,13 °C ,17 °C ,Trento
2021,4,19,Nessuno ,poco nuvoloso ,3 °C ,13 °C ,17 °C ,Trento
2021,4,20,Nessuno ,poco nuvoloso ,3 °C ,15 °C ,21 °C ,Trento
2021,4,21,Pioggia  ,poco nuvoloso ,5 °C ,14 °C ,20 °C ,Trento
2021,4,22,Nessuno ,poco nuvoloso ,7 °C ,17 °C ,22 °C ,Trento
2021,4,23,Nessuno ,poco nuvoloso ,5 °C ,18 °C ,24 °C ,Trento
2021,4,24,Nessuno ,sereno ,5 °C ,18 °C ,24 °C ,Trento
2021,4,25,Nessuno ,poco nuvoloso ,8 °C ,18 °C ,26 °C ,Trento
2021,4,26,Pioggia  ,pioggia e schiarite ,12 °C ,13 °C ,14 °C ,Trento
2021,4,27,Nessuno ,nubi sparse ,11 °C ,15 °C ,20 °C ,Trento
2021,4,28,Nessuno ,poco nuvoloso ,8 °C ,17 °C ,22 °C ,Trento
2021,4,29,Pioggia  ,nubi sparse ,12 °C ,16 °C ,20 °C ,Trento
2021,4,30,Pioggia  ,pioggia e schiarite ,13 °C ,18 °C ,22 °C ,Trento
2021,5,1,Pioggia  ,pioggia e schiarite ,13 °C ,17 °C ,22 °C ,Trento
2021,5,2,Pioggia  ,nubi sparse ,11 °C ,16 °C ,20 °C ,Trento
2021,5,3,Nessuno ,poco nuvoloso ,6 °C ,16 °C ,21 °C ,Trento
2021,5,4,Nessuno ,poco nuvoloso ,9 °C ,17 °C ,22 °C ,Trento
2021,5,5,Nessuno ,poco nuvoloso ,7 °C ,15 °C ,21 °C ,Trento
2021,5,6,Nessuno ,poco nuvoloso ,6 °C ,16 °C ,22 °C ,Trento
2021,5,7,Pioggia - Temporale  ,temporale e schiarite ,13 °C ,18 °C ,22 °C ,Trento
2021,5,8,Nessuno ,sereno ,4 °C ,17 °C ,23 °C ,Trento
2021,5,9,Nessuno ,poco nuvoloso ,7 °C ,20 °C ,26 °C ,Trento
2021,5,10,Nessuno ,poco nuvoloso ,12 °C ,21 °C ,27 °C ,Trento
2021,5,11,Pioggia  ,pioggia e schiarite ,13 °C ,14 °C ,16 °C ,Trento
2021,5,12,Nessuno ,nubi sparse ,11 °C ,16 °C ,21 °C ,Trento
2021,5,13,Nessuno ,poco nuvoloso ,9 °C ,17 °C ,23 °C ,Trento
2021,5,14,Pioggia  ,pioggia e schiarite ,12 °C ,16 °C ,22 °C ,Trento
2021,5,15,Pioggia  ,pioggia e schiarite ,11 °C ,16 °C ,19 °C ,Trento
2021,5,16,Nessuno ,poco nuvoloso ,8 °C ,18 °C ,23 °C ,Trento
2021,5,17,Nessuno ,poco nuvoloso ,11 °C ,19 °C ,23 °C ,Trento
2021,5,18,Nessuno ,poco nuvoloso ,7 °C ,18 °C ,24 °C ,Trento
2021,5,19,Pioggia  ,poco nuvoloso ,9 °C ,17 °C ,22 °C ,Trento
2021,5,20,Nessuno ,poco nuvoloso ,7 °C ,18 °C ,23 °C ,Trento
2021,5,21,Nessuno ,poco nuvoloso ,9 °C ,18 °C ,23 °C ,Trento
2021,5,22,Pioggia  ,pioggia e schiarite ,11 °C ,16 °C ,21 °C ,Trento
2021,5,23,Pioggia  ,pioggia e schiarite ,13 °C ,16 °C ,21 °C ,Trento
2021,5,24,Pioggia  ,pioggia e schiarite ,10 °C ,12 °C ,13 °C ,Trento
2021,5,25,Pioggia - Temporale  ,pioggia e schiarite ,10 °C ,16 °C ,21 °C ,Trento
2021,5,26,Nessuno ,poco nuvoloso ,6 °C ,18 °C ,23 °C ,Trento
2021,5,27,Pioggia - Temporale  ,temporale e schiarite ,10 °C ,18 °C ,23 °C ,Trento
2021,5,28,Nessuno ,poco nuvoloso ,8 °C ,20 °C ,26 °C ,Trento
2021,5,29,Pioggia  ,poco nuvoloso ,16 °C ,20 °C ,23 °C ,Trento
2021,5,30,Nessuno ,poco nuvoloso ,8 °C ,21 °C ,26 °C ,Trento
2021,5,31,Nessuno ,poco nuvoloso ,13 °C ,20 °C ,25 °C ,Trento
2021,6,1,Nessuno ,poco nuvoloso ,13 °C ,22 °C ,27 °C ,Trento
2021,6,2,Nessuno ,poco nuvoloso ,17 °C ,23 °C ,27 °C ,Trento
2021,6,3,Nessuno ,poco nuvoloso ,15 °C ,24 °C ,28 °C ,Trento
2021,6,4,Pioggia - Temporale  ,poco nuvoloso ,16 °C ,24 °C ,29 °C ,Trento
2021,6,5,Pioggia - Temporale  ,temporale e schiarite ,16 °C ,22 °C ,31 °C ,Trento
2021,6,6,Nessuno ,poco nuvoloso ,15 °C ,22 °C ,27 °C ,Trento
2021,6,7,Pioggia  ,pioggia e schiarite ,17 °C ,20 °C ,24 °C ,Trento
2021,6,8,Pioggia - Temporale  ,pioggia e schiarite ,17 °C ,21 °C ,28 °C ,Trento
2021,6,9,Pioggia - Temporale  ,temporale e schiarite ,15 °C ,22 °C ,29 °C ,Trento
2021,6,10,Nessuno ,poco nuvoloso ,17 °C ,25 °C ,30 °C ,Trento
2021,6,11,Nessuno ,poco nuvoloso ,17 °C ,24 °C ,29 °C ,Trento
2021,6,12,Nessuno ,poco nuvoloso ,14 °C ,26 °C ,32 °C ,Trento
2021,6,13,Nessuno ,poco nuvoloso ,20 °C ,29 °C ,34 °C ,Trento
2021,6,14,Nessuno ,sole e caldo ,15 °C ,26 °C ,33 °C ,Trento
2021,6,15,Nessuno ,poco nuvoloso ,21 °C ,27 °C ,31 °C ,Trento
2021,6,16,Nessuno ,poco nuvoloso ,18 °C ,27 °C ,31 °C ,Trento
2021,6,17,Nessuno ,poco nuvoloso ,19 °C ,28 °C ,33 °C ,Trento
2021,6,18,Pioggia - Temporale  ,temporale e schiarite ,21 °C ,28 °C ,33 °C ,Trento
2021,6,19,Nessuno ,poco nuvoloso ,22 °C ,29 °C ,34 °C ,Trento
2021,6,20,Nessuno ,poco nuvoloso ,20 °C ,28 °C ,33 °C ,Trento
2021,6,21,Nessuno ,poco nuvoloso ,22 °C ,29 °C ,34 °C ,Trento
2021,6,22,Nessuno ,poco nuvoloso ,19 °C ,28 °C ,33 °C ,Trento
2021,6,23,Pioggia - Temporale  ,temporale e schiarite ,17 °C ,25 °C ,34 °C ,Trento
2021,6,24,Nessuno ,poco nuvoloso ,16 °C ,26 °C ,32 °C ,Trento
2021,6,25,Pioggia - Temporale  ,temporale e schiarite ,16 °C ,25 °C ,31 °C ,Trento
2021,6,26,Pioggia - Temporale  ,temporale e schiarite ,13 °C ,25 °C ,31 °C ,Trento
2021,6,27,Nessuno ,poco nuvoloso ,15 °C ,25 °C ,32 °C ,Trento
2021,6,28,Nessuno ,poco nuvoloso ,19 °C ,29 °C ,35 °C ,Trento
2021,6,29,Pioggia - Temporale  ,poco nuvoloso ,18 °C ,27 °C ,33 °C ,Trento
2021,6,30,Pioggia - Temporale  ,temporale e schiarite ,15 °C ,22 °C ,29 °C ,Trento
2021,7,1,Nessuno ,poco nuvoloso ,14 °C ,23 °C ,29 °C ,Trento
2021,7,2,Nessuno ,poco nuvoloso ,14 °C ,26 °C ,30 °C ,Trento
2021,7,3,Pioggia  ,pioggia e schiarite ,17 °C ,25 °C ,31 °C ,Trento
2021,7,4,Pioggia  ,pioggia e schiarite ,18 °C ,22 °C ,28 °C ,Trento
2021,7,5,Nessuno ,poco nuvoloso ,13 °C ,24 °C ,30 °C ,Trento
2021,7,6,Nessuno ,poco nuvoloso ,16 °C ,27 °C ,33 °C ,Trento
2021,7,7,Pioggia - Temporale  ,temporale e schiarite ,19 °C ,28 °C ,34 °C ,Trento
2021,7,8,Pioggia - Temporale  ,temporale e schiarite ,19 °C ,23 °C ,29 °C ,Trento
2021,7,9,Nessuno ,poco nuvoloso ,16 °C ,25 °C ,31 °C ,Trento
2021,7,10,Nessuno ,poco nuvoloso ,15 °C ,27 °C ,32 °C ,Trento
2021,7,11,Pioggia  ,pioggia e schiarite ,17 °C ,24 °C ,31 °C ,Trento
2021,7,12,Nessuno ,poco nuvoloso ,16 °C ,27 °C ,33 °C ,Trento
2021,7,13,Pioggia - Temporale  ,temporale e schiarite ,16 °C ,20 °C ,27 °C ,Trento
2021,7,14,Pioggia - Temporale  ,temporale e schiarite ,14 °C ,18 °C ,23 °C ,Trento
2021,7,15,Pioggia  ,pioggia e schiarite ,14 °C ,19 °C ,25 °C ,Trento
2021,7,16,Pioggia  ,pioggia e schiarite ,14 °C ,21 °C ,25 °C ,Trento
2021,7,17,Nessuno ,poco nuvoloso ,15 °C ,23 °C ,29 °C ,Trento
2021,7,18,Nessuno ,poco nuvoloso ,19 °C ,27 °C ,32 °C ,Trento
2021,7,19,Nessuno ,poco nuvoloso ,17 °C ,28 °C ,35 °C ,Trento
2021,7,20,Nessuno ,poco nuvoloso ,16 °C ,27 °C ,33 °C ,Trento
2021,7,21,Nessuno ,poco nuvoloso ,18 °C ,28 °C ,34 °C ,Trento
2021,7,22,Pioggia - Temporale  ,temporale e schiarite ,19 °C ,24 °C ,29 °C ,Trento
2021,7,23,Nessuno ,poco nuvoloso ,15 °C ,25 °C ,31 °C ,Trento
2021,7,24,Pioggia - Temporale  ,poco nuvoloso ,22 °C ,27 °C ,32 °C ,Trento
2021,7,25,Pioggia - Temporale  ,temporale e schiarite ,19 °C ,24 °C ,30 °C ,Trento
2021,7,26,Pioggia - Temporale  ,temporale e schiarite ,16 °C ,21 °C ,24 °C ,Trento
2021,7,27,Pioggia - Temporale  ,temporale e schiarite ,17 °C ,22 °C ,27 °C ,Trento
2021,7,28,Nessuno ,poco nuvoloso ,18 °C ,24 °C ,28 °C ,Trento
2021,7,29,Nessuno ,poco nuvoloso ,17 °C ,27 °C ,32 °C ,Trento
2021,7,30,Pioggia - Temporale  ,poco nuvoloso ,18 °C ,27 °C ,32 °C ,Trento
2021,7,31,Pioggia - Temporale  ,temporale e schiarite ,18 °C ,24 °C ,31 °C ,Trento
2021,8,1,Pioggia - Temporale  ,temporale e schiarite ,16 °C ,19 °C ,21 °C ,Trento
2021,8,2,Pioggia  ,poco nuvoloso ,12 °C ,20 °C ,24 °C ,Trento
2021,8,3,Pioggia  ,pioggia e schiarite ,16 °C ,19 °C ,22 °C ,Trento
2021,8,4,Pioggia  ,pioggia e schiarite ,16 °C ,19 °C ,21 °C ,Trento
2021,8,5,Nessuno ,poco nuvoloso ,14 °C ,22 °C ,29 °C ,Trento
2021,8,6,Nessuno ,poco nuvoloso ,15 °C ,24 °C ,30 °C ,Trento
2021,8,7,Pioggia  ,poco nuvoloso ,18 °C ,24 °C ,29 °C ,Trento
2021,8,8,Nessuno ,poco nuvoloso ,19 °C ,25 °C ,29 °C ,Trento
2021,8,9,Nessuno ,poco nuvoloso ,16 °C ,24 °C ,31 °C ,Trento
2021,8,10,Nessuno ,sole e caldo ,15 °C ,25 °C ,31 °C ,Trento
2021,8,11,Nessuno ,poco nuvoloso ,17 °C ,27 °C ,33 °C ,Trento
2021,8,12,Nessuno ,sole e caldo ,18 °C ,28 °C ,35 °C ,Trento
2021,8,13,Nessuno ,poco nuvoloso ,19 °C ,28 °C ,34 °C ,Trento
2021,8,14,Nessuno ,sole e caldo ,18 °C ,28 °C ,35 °C ,Trento
2021,8,15,Nessuno ,poco nuvoloso ,20 °C ,29 °C ,35 °C ,Trento
2021,8,16,Pioggia - Temporale  ,temporale e schiarite ,17 °C ,22 °C ,28 °C ,Trento
2021,8,17,Nessuno ,poco nuvoloso ,13 °C ,23 °C ,29 °C ,Trento
2021,8,18,Nessuno ,poco nuvoloso ,16 °C ,24 °C ,30 °C ,Trento
2021,8,19,Nessuno ,poco nuvoloso ,17 °C ,24 °C ,30 °C ,Trento
2021,8,20,Nessuno ,poco nuvoloso ,18 °C ,25 °C ,30 °C ,Trento
2021,8,21,Nessuno ,poco nuvoloso ,16 °C ,25 °C ,31 °C ,Trento
2021,8,22,Pioggia - Temporale  ,temporale e schiarite ,18 °C ,24 °C ,27 °C ,Trento
2021,8,23,Nessuno ,poco nuvoloso ,18 °C ,24 °C ,30 °C ,Trento
2021,8,24,Nessuno ,poco nuvoloso ,13 °C ,23 °C ,30 °C ,Trento
2021,8,25,Nessuno ,poco nuvoloso ,16 °C ,23 °C ,28 °C ,Trento
2021,8,26,Nessuno ,poco nuvoloso ,16 °C ,23 °C ,28 °C ,Trento
2021,8,27,Pioggia  ,poco nuvoloso ,17 °C ,22 °C ,28 °C ,Trento
2021,8,28,Nessuno ,poco nuvoloso ,13 °C ,19 °C ,25 °C ,Trento
2021,8,29,Pioggia  ,pioggia e schiarite ,10 °C ,19 °C ,24 °C ,Trento
2021,8,30,Pioggia  ,pioggia e schiarite ,11 °C ,18 °C ,22 °C ,Trento
2021,8,31,Pioggia  ,poco nuvoloso ,11 °C ,21 °C ,27 °C ,Trento
2021,9,1,Nessuno ,sereno ,13 °C ,22 °C ,29 °C ,Trento
2021,9,2,Nessuno ,poco nuvoloso ,16 °C ,23 °C ,28 °C ,Trento
2021,9,3,Nessuno ,poco nuvoloso ,13 °C ,22 °C ,28 °C ,Trento
2021,9,4,Nessuno ,poco nuvoloso ,13 °C ,23 °C ,28 °C ,Trento
2021,9,5,Nessuno ,poco nuvoloso ,14 °C ,22 °C ,29 °C ,Trento
2021,9,6,Nessuno ,poco nuvoloso ,14 °C ,23 °C ,29 °C ,Trento
2021,9,7,Nessuno ,poco nuvoloso ,15 °C ,23 °C ,28 °C ,Trento
2021,9,8,Nessuno ,poco nuvoloso ,15 °C ,23 °C ,29 °C ,Trento
2021,9,9,Nessuno ,poco nuvoloso ,12 °C ,22 °C ,29 °C ,Trento
2021,9,10,Nessuno ,sereno ,12 °C ,22 °C ,29 °C ,Trento
2021,9,11,Nessuno ,poco nuvoloso ,14 °C ,23 °C ,29 °C ,Trento
2021,9,12,Nessuno ,sereno ,14 °C ,22 °C ,29 °C ,Trento
2021,9,13,Nessuno ,sereno ,14 °C ,22 °C ,29 °C ,Trento
2021,9,14,Nessuno ,sole e caldo ,14 °C ,24 °C ,30 °C ,Trento
2021,9,15,Nessuno ,poco nuvoloso ,14 °C ,22 °C ,25 °C ,Trento
2021,9,16,Pioggia  ,pioggia e schiarite ,18 °C ,20 °C ,22 °C ,Trento
2021,9,17,Nessuno ,poco nuvoloso ,18 °C ,23 °C ,28 °C ,Trento
2021,9,18,Nessuno ,poco nuvoloso ,18 °C ,23 °C ,27 °C ,Trento
2021,9,19,Pioggia - Temporale  ,temporale e schiarite ,15 °C ,18 °C ,20 °C ,Trento
2021,9,20,Pioggia  ,poco nuvoloso ,11 °C ,19 °C ,25 °C ,Trento
2021,9,21,Nessuno ,poco nuvoloso ,12 °C ,19 °C ,25 °C ,Trento
2021,9,22,Nessuno ,sereno ,11 °C ,17 °C ,22 °C ,Trento
2021,9,23,Nessuno ,poco nuvoloso ,11 °C ,18 °C ,23 °C ,Trento
2021,9,24,Nessuno ,sereno ,9 °C ,19 °C ,25 °C ,Trento
2021,9,25,Nessuno ,poco nuvoloso ,12 °C ,20 °C ,25 °C ,Trento
2021,9,26,Nessuno ,poco nuvoloso ,15 °C ,20 °C ,22 °C ,Trento
2021,9,27,Nessuno ,poco nuvoloso ,17 °C ,21 °C ,26 °C ,Trento
2021,9,28,Nessuno ,poco nuvoloso ,12 °C ,20 °C ,26 °C ,Trento
2021,9,29,Pioggia  ,pioggia e schiarite ,15 °C ,19 °C ,24 °C ,Trento
2021,9,30,Nessuno ,poco nuvoloso ,12 °C ,18 °C ,24 °C ,Trento
2021,10,1,Nessuno ,poco nuvoloso ,15 °C ,20 °C ,24 °C ,Trento
2021,10,2,Nessuno ,poco nuvoloso ,11 °C ,18 °C ,24 °C ,Trento
2021,10,3,Nessuno ,nubi sparse ,13 °C ,17 °C ,19 °C ,Trento
2021,10,4,Pioggia  ,poco nuvoloso ,14 °C ,20 °C ,24 °C ,Trento
2021,10,5,Pioggia  ,pioggia e schiarite ,15 °C ,17 °C ,20 °C ,Trento
2021,10,6,Pioggia  ,pioggia e schiarite ,12 °C ,15 °C ,17 °C ,Trento
2021,10,7,Nessuno ,poco nuvoloso ,12 °C ,18 °C ,20 °C ,Trento
2021,10,8,Nessuno ,poco nuvoloso ,11 °C ,17 °C ,22 °C ,Trento
2021,10,9,Nessuno ,sereno ,6 °C ,14 °C ,20 °C ,Trento
2021,10,10,Nessuno ,sereno ,4 °C ,14 °C ,19 °C ,Trento
2021,10,11,Nessuno ,sereno ,5 °C ,14 °C ,21 °C ,Trento
2021,10,12,Nessuno ,poco nuvoloso ,4 °C ,10 °C ,15 °C ,Trento
2021,10,13,Nessuno ,poco nuvoloso ,5 °C ,13 °C ,19 °C ,Trento
2021,10,14,Nessuno ,sereno ,1 °C ,10 °C ,18 °C ,Trento
2021,10,15,Nessuno ,sereno ,1 °C ,10 °C ,17 °C ,Trento
2021,10,16,Nessuno ,sereno ,2 °C ,11 °C ,19 °C ,Trento
2021,10,17,Nessuno ,sereno ,2 °C ,11 °C ,18 °C ,Trento
2021,10,18,Nessuno ,sereno ,4 °C ,11 °C ,18 °C ,Trento
2021,10,19,Nessuno ,poco nuvoloso ,5 °C ,11 °C ,15 °C ,Trento
2021,10,20,Nessuno ,poco nuvoloso ,4 °C ,14 °C ,18 °C ,Trento
2021,10,21,Nessuno ,nubi sparse ,12 °C ,15 °C ,17 °C ,Trento
2021,10,22,Nessuno ,poco nuvoloso ,11 °C ,14 °C ,20 °C ,Trento
2021,10,23,Nessuno ,sereno ,4 °C ,10 °C ,18 °C ,Trento
2021,10,24,Nessuno ,sereno ,2 °C ,8 °C ,17 °C ,Trento
2021,10,25,Nessuno ,sereno ,3 °C ,8 °C ,13 °C ,Trento
2021,10,26,Nessuno ,poco nuvoloso ,3 °C ,9 °C ,17 °C ,Trento
2021,10,27,Nessuno ,sereno ,2 °C ,10 °C ,17 °C ,Trento
2021,10,28,Nessuno ,sereno ,1 °C ,9 °C ,17 °C ,Trento
2021,10,29,Nessuno ,sereno ,0 °C ,9 °C ,16 °C ,Trento
2021,10,30,Nessuno ,poco nuvoloso ,-1 °C ,9 °C ,14 °C ,Trento
2021,10,31,Nessuno ,poco nuvoloso ,6 °C ,10 °C ,14 °C ,Trento
2021,11,1,Pioggia  ,pioggia e schiarite ,8 °C ,9 °C ,10 °C ,Trento
2021,11,2,Nebbia  ,nebbia al mattino ,3 °C ,9 °C ,14 °C ,Trento
2021,11,3,Pioggia  ,pioggia e schiarite ,6 °C ,8 °C ,9 °C ,Trento
2021,11,4,Pioggia  ,pioggia e schiarite ,4 °C ,6 °C ,8 °C ,Trento
2021,11,5,Nessuno ,sereno ,2 °C ,6 °C ,13 °C ,Trento
2021,11,6,Nessuno ,sereno ,-1 °C ,5 °C ,12 °C ,Trento
2021,11,7,Nessuno ,sereno ,-2 °C ,5 °C ,12 °C ,Trento
2021,11,8,Nessuno ,sereno ,0 °C ,6 °C ,12 °C ,Trento
2021,11,9,Nessuno ,poco nuvoloso ,1 °C ,6 °C ,12 °C ,Trento
2021,11,10,Nessuno ,poco nuvoloso ,4 °C ,9 °C ,14 °C ,Trento
2021,11,11,Nessuno ,poco nuvoloso ,2 °C ,9 °C ,16 °C ,Trento
2021,11,12,Nessuno ,sereno ,3 °C ,10 °C ,16 °C ,Trento
2021,11,13,Pioggia  ,pioggia e schiarite ,7 °C ,9 °C ,10 °C ,Trento
2021,11,14,Pioggia  ,pioggia e schiarite ,8 °C ,9 °C ,10 °C ,Trento
2021,11,15,Nebbia  ,nebbia al mattino ,7 °C ,9 °C ,12 °C ,Trento
2021,11,16,Pioggia  ,pioggia e schiarite ,4 °C ,9 °C ,12 °C ,Trento
2021,11,17,Nessuno ,poco nuvoloso ,6 °C ,10 °C ,13 °C ,Trento
2021,11,18,Nessuno ,poco nuvoloso ,4 °C ,9 °C ,14 °C ,Trento
2021,11,19,Nessuno ,sereno ,2 °C ,8 °C ,14 °C ,Trento
2021,11,20,Nessuno ,sereno ,1 °C ,7 °C ,15 °C ,Trento
2021,11,21,Nessuno ,poco nuvoloso ,2 °C ,8 °C ,12 °C ,Trento
2021,11,22,Nessuno ,nubi sparse ,6 °C ,9 °C ,11 °C ,Trento
2021,11,23,Nessuno ,poco nuvoloso ,4 °C ,9 °C ,14 °C ,Trento
2021,11,24,Nessuno ,sereno ,0 °C ,5 °C ,9 °C ,Trento
2021,11,25,Nessuno ,poco nuvoloso ,-1 °C ,4 °C ,5 °C ,Trento
2021,11,26,Pioggia  ,pioggia e schiarite ,3 °C ,5 °C ,7 °C ,Trento
2021,11,27,Pioggia  ,pioggia e schiarite ,5 °C ,7 °C ,10 °C ,Trento
2021,11,28,Pioggia  ,pioggia e schiarite ,2 °C ,4 °C ,6 °C ,Trento
2021,11,29,Nessuno ,poco nuvoloso ,3 °C ,5 °C ,9 °C ,Trento
2021,11,30,Nessuno ,sereno ,-3 °C ,2 °C ,6 °C ,Trento
2021,12,1,Nessuno ,poco nuvoloso ,-3 °C ,4 °C ,15 °C ,Trento
2021,12,2,Pioggia  ,poco nuvoloso ,2 °C ,4 °C ,7 °C ,Trento
2021,12,3,Nessuno ,sereno ,-1 °C ,5 °C ,10 °C ,Trento
2021,12,4,Nessuno ,poco nuvoloso ,-2 °C ,2 °C ,8 °C ,Trento
2021,12,5,Pioggia - Neve  ,nubi sparse ,1 °C ,3 °C ,5 °C ,Trento
2021,12,6,Nessuno ,sereno ,-2 °C ,3 °C ,7 °C ,Trento
2021,12,7,Nessuno ,sereno ,-3 °C ,1 °C ,6 °C ,Trento
2021,12,8,Neve  ,neve e schiarite ,-2 °C ,-1 °C ,0 °C ,Trento
2021,12,9,Nessuno ,nubi sparse ,-2 °C ,0 °C ,3 °C ,Trento
2021,12,10,Nessuno ,poco nuvoloso ,-9 °C ,-3 °C ,0 °C ,Trento
2021,12,11,Nessuno ,poco nuvoloso ,-8 °C ,3 °C ,7 °C ,Trento
2021,12,12,Nessuno ,sereno ,0 °C ,4 °C ,12 °C ,Trento
2021,12,13,Nessuno ,sereno ,-2 °C ,2 °C ,9 °C ,Trento
2021,12,14,Nessuno ,sereno ,-2 °C ,2 °C ,5 °C ,Trento
2021,12,15,Nessuno ,sereno ,-2 °C ,3 °C ,8 °C ,Trento
2021,12,16,Nessuno ,sereno ,-3 °C ,3 °C ,8 °C ,Trento
2021,12,17,Nessuno ,sereno ,-2 °C ,4 °C ,10 °C ,Trento
2021,12,18,Nessuno ,sereno ,-3 °C ,1 °C ,8 °C ,Trento
2021,12,19,Nessuno ,sereno ,-3 °C ,1 °C ,9 °C ,Trento
2021,12,20,Nessuno ,sereno ,-3 °C ,3 °C ,8 °C ,Trento
2021,12,21,Nessuno ,poco nuvoloso ,-5 °C ,-1 °C ,3 °C ,Trento
2021,12,22,Nessuno ,sereno ,-8 °C ,-1 °C ,4 °C ,Trento
2021,12,23,Nessuno ,sereno ,-5 °C ,-2 °C ,1 °C ,Trento
2021,12,24,Nessuno ,poco nuvoloso ,-3 °C ,0 °C ,2 °C ,Trento
2021,12,25,Nessuno ,nubi sparse ,1 °C ,3 °C ,6 °C ,Trento
2021,12,26,Nessuno ,poco nuvoloso ,-2 °C ,3 °C ,8 °C ,Trento
2021,12,27,Pioggia  ,nubi sparse ,2 °C ,5 °C ,7 °C ,Trento
2021,12,28,Nessuno ,poco nuvoloso ,2 °C ,5 °C ,7 °C ,Trento
2021,12,29,Pioggia  ,pioggia e schiarite ,1 °C ,6 °C ,9 °C ,Trento
2021,12,30,Nebbia  ,sereno ,2 °C ,5 °C ,10 °C ,Trento
2021,12,31,Nessuno ,sereno ,0 °C ,5 °C ,12 °C ,Trento
2022,1,1,Nessuno ,sereno ,1 °C ,6 °C ,13 °C ,Trento
2022,1,2,Nessuno ,sereno ,0 °C ,5 °C ,10 °C ,Trento
2022,1,3,Nessuno ,poco nuvoloso ,-2 °C ,2 °C ,6 °C ,Trento
2022,1,4,Nessuno ,coperto ,-3 °C ,3 °C ,4 °C ,Trento
2022,1,5,Pioggia  ,pioggia e schiarite ,3 °C ,5 °C ,9 °C ,Trento
2022,1,6,Nessuno ,sereno ,1 °C ,7 °C ,11 °C ,Trento
2022,1,7,Nessuno ,sereno ,-2 °C ,1 °C ,4 °C ,Trento
2022,1,8,Nessuno ,poco nuvoloso ,-4 °C ,0 °C ,5 °C ,Trento
2022,1,9,Nessuno ,poco nuvoloso ,-4 °C ,1 °C ,5 °C ,Trento
2022,1,10,Nessuno ,sereno ,-2 °C ,5 °C ,10 °C ,Trento
2022,1,11,Nessuno ,sereno ,-1 °C ,4 °C ,11 °C ,Trento
2022,1,12,Nessuno ,sereno ,-3 °C ,2 °C ,8 °C ,Trento
2022,1,13,Nessuno ,sereno ,-7 °C ,0 °C ,7 °C ,Trento
2022,1,14,Nessuno ,sereno ,-4 °C ,3 °C ,10 °C ,Trento
2022,1,15,Nessuno ,sereno ,-1 °C ,5 °C ,12 °C ,Trento
2022,1,16,Nessuno ,sereno ,-3 °C ,3 °C ,10 °C ,Trento
2022,1,17,Nessuno ,sereno ,-1 °C ,9 °C ,14 °C ,Trento
2022,1,18,Nessuno ,sereno ,0 °C ,5 °C ,13 °C ,Trento
2022,1,19,Nessuno ,sereno ,-5 °C ,2 °C ,9 °C ,Trento
2022,1,20,Nessuno ,sereno ,-4 °C ,5 °C ,9 °C ,Trento
2022,1,21,Nessuno ,sereno ,5 °C ,7 °C ,10 °C ,Trento
2022,1,22,Nessuno ,poco nuvoloso ,-3 °C ,6 °C ,14 °C ,Trento
2022,1,23,Nessuno ,sereno ,-2 °C ,3 °C ,11 °C ,Trento
2022,1,24,Nessuno ,sereno ,-4 °C ,3 °C ,10 °C ,Trento
2022,1,25,Nessuno ,poco nuvoloso ,-4 °C ,2 °C ,8 °C ,Trento
2022,1,26,Nessuno ,sereno ,-4 °C ,4 °C ,11 °C ,Trento
2022,1,27,Nessuno ,poco nuvoloso ,-4 °C ,1 °C ,7 °C ,Trento
2022,1,28,Nessuno ,sereno ,-5 °C ,7 °C ,14 °C ,Trento
